day,operate,price,investment,total_balance
0,buy,128.78841923512846,0.0,9871.211580764872
1,buy,129.33009705010772,0.0,9741.881483714764
2,buy,129.87780499278597,0.0,9612.003678721978
3,buy,132.63443551214732,0.0,9479.36924320983
4,buy,132.57668410087717,0.0,9346.792559108953
5,buy,133.94636259856634,0.0,9212.846196510387
6,buy,135.2019974365976,0.0,9077.64419907379
7,buy,134.52945612432814,0.0,8943.114742949461
8,buy,134.64438768813852,0.0,8808.470355261323
9,buy,137.3672701236501,0.0,8671.103085137673
10,buy,140.66329294059688,0.0,8530.439792197076
11,buy,142.16166151792277,0.0,8388.278130679153
12,buy,141.53708064131933,0.0,8246.741050037834
13,buy,143.61477917805314,0.0,8103.126270859781
14,buy,145.59470530912222,0.0,7957.531565550658
15,buy,142.59014082839713,0.0,7814.941424722261
17,buy,144.75356215171632,0.0,7670.187862570545
19,buy,153.54418487884323,0.0,7516.643677691702
20,buy,150.6901138612866,0.0,7365.953563830415
21,buy,153.499846820112,0.0,7212.453717010303
22,buy,150.7339339918326,0.0,7061.7197830184705
24,buy,150.03421887404693,0.0,6911.685564144424
25,sell,152.8529624994262,18.685331652656767,7064.53852664385
27,sell,154.30504386525718,19.311009103683844,7218.843570509107
28,buy,152.66562215737395,0.0,7066.177948351733
29,sell,151.53229880029903,16.672974884904974,7217.710247152032
30,buy,147.49368099133244,0.0,7070.2165661607
32,sell,148.47040794027998,11.939563332089822,7218.68697410098
35,buy,146.45727559105217,0.0,7072.229698509927
37,buy,144.9415440910434,0.0,6927.288154418884
38,sell,149.99442158584498,13.13785874423794,7077.282576004729
39,buy,152.75600088943975,0.0,6924.526575115289
43,buy,147.57966341050633,0.0,6776.946911704783
44,buy,149.57957584033284,0.0,6627.36733586445
45,buy,151.76650200954464,0.0,6475.600833854905
46,buy,152.18717075642235,0.0,6323.413663098483
47,sell,155.08140727979116,15.778737302905336,6478.495070378274
48,buy,154.30843304675363,0.0,6324.186637331521
49,sell,156.7142974857561,15.911229461862511,6480.900934817277
50,buy,158.58661489111546,0.0,6322.314319926161
52,buy,158.2713539321776,0.0,6164.042965993984
53,buy,159.58781532332068,0.0,6004.455150670663
55,buy,157.14570208783152,0.0,5847.3094485828315
56,buy,160.30429012747845,0.0,5687.005158455353
57,sell,161.8326532924857,20.29533007471967,5848.837811747839
58,buy,164.2470361738924,0.0,5684.590775573946
59,buy,165.3439864793727,0.0,5519.246789094574
60,sell,164.71447795745917,22.332969673395205,5683.961267052033
61,buy,162.7253445653878,0.0,5521.235922486645
63,sell,160.89018626229517,17.12410541278946,5682.12610874894
64,buy,159.6994604345582,0.0,5522.426648314382
65,buy,159.01233750402753,0.0,5363.414310810354
66,sell,164.48137994234276,16.93269544870134,5527.895690752697
67,sell,164.188165955944,15.49398354157831,5692.083856708641
68,sell,164.23487331453543,16.036640412795027,5856.318730023177
69,sell,165.45859495141121,15.210005473236276,6021.777324974588
70,sell,166.56964065897773,14.406386073808228,6188.346965633566
72,sell,163.97839344648128,14.999811693730116,6352.325359080047
74,buy,162.86820676542266,0.0,6189.457152314624
76,buy,167.59871034116804,0.0,6021.858441973456
77,sell,168.78083232895005,16.598741903187662,6190.639274302406
78,sell,168.52079274747666,9.753940131598599,6359.160067049883
80,sell,166.2589053759657,10.331660860652415,6525.418972425849
83,buy,172.22059488768718,0.0,6353.198377538161
84,sell,170.53635490956367,11.09871341397293,6523.734732447725
85,buy,172.30786798925692,0.0,6351.426864458468
86,sell,172.5284116527764,14.458905890510845,6523.9552761112445
87,sell,171.6239362750639,14.38986223478888,6695.579212386308
88,buy,171.12246858074468,0.0,6524.456743805564
91,sell,174.17236530386072,14.087482723724627,6698.6291091094245
93,buy,173.38177608764636,0.0,6525.247333021778
94,buy,170.71671618139771,0.0,6354.53061684038
95,sell,171.03953604117123,15.963975467682904,6525.570152881552
96,sell,172.28264212393333,17.633379037441937,6697.852795005485
98,sell,176.55733628006965,21.81278831220892,6874.410131285555
101,sell,179.84545787763636,17.73380870830938,7054.255589163191
102,buy,178.36972250966028,0.0,6875.885866653531
103,buy,177.94472044042777,0.0,6697.941146213103
104,sell,176.53608412241738,19.620874612897115,6874.47723033552
107,sell,182.60618323620295,22.07962364535919,7057.083413571723
108,buy,182.153514967893,0.0,6874.92989860383
109,buy,182.7507198337571,0.0,6692.179178770073
110,sell,184.80288615227073,21.767902472080713,6876.982064922344
111,sell,183.70759471583006,20.71161701918789,7060.689659638174
114,sell,185.7615504853875,20.383278358548253,7246.451210123561
116,sell,184.15958891866288,16.125556400271016,7430.610799042224
117,buy,186.95626596978397,0.0,7243.65453307244
118,sell,188.16319810906856,18.886452560265717,7431.817731181509
119,sell,188.3571328262733,18.027264452907474,7620.174864007782
120,sell,192.5099563004187,22.50411798906309,7812.684820308201
121,sell,190.84809185454287,19.05363961424559,8003.532912162744
123,buy,189.9062364440597,0.0,7813.626675718684
125,sell,186.68475818581825,13.660960060290202,8000.311433904502
126,buy,186.15617203725014,0.0,7814.155261867252
128,sell,188.70202240819984,14.126934051962728,8002.857284275452
129,sell,188.8755797577305,16.07016734988985,8191.7328640331825
130,sell,192.15169278165558,20.320815273133427,8383.884556814839
131,sell,191.85605204346757,20.654821540880857,8575.740608858307
133,sell,191.19816556894148,17.39440702771546,8766.938774427248
134,sell,190.09607143036646,13.423349764089618,8957.034845857615
136,sell,191.84778910855675,11.396543040435638,9148.882634966172
138,sell,191.6764922104121,11.240707953256543,9340.559127176584
139,sell,194.17127165006605,13.469185701026582,9534.73039882665
