Date,Close,High,Low,Open,Volume,Year,Month,Day,MA5,MA10,MA20,RSI,MACD,Signal_Line,MACD_Histogram,VWAP,SMA,Std_dev,Upper_band,Lower_band,Relative_Performance,ROC,ATR,Close_yes,Open_yes,High_yes,Low_yes
2020-01-31,40.889732360839844,41.33399847639219,40.724223344598904,41.30786302529626,23080400,2020.0,1.0,31.0,41.32876968383789,41.93244667053223,43.64591331481934,19.91343160784224,-1.375901409902205,-1.229857858244396,-0.1460435516578093,43.2429777910768,43.349301719665526,2.064319500207625,47.47794072008077,39.22066271925028,13.749569131343137,-2.0246326882776837,0.930218077979488,41.73470687866211,41.09008668999813,41.76955193167252,40.97684525222503
2020-02-03,41.04652786254883,41.56919363555059,40.968128162748904,41.15106301095327,15471100,2020.0,2.0,3.0,41.21901168823242,41.73122138977051,43.349301719665526,22.369885487687256,-1.3590011276890337,-1.2556865121333236,-0.10331461555571,43.17499381824429,43.07490329742432,1.9817363196622528,47.03837593674882,39.111430658099806,13.700519687920371,0.3834593494653093,0.9370615074279206,40.88973236083984,41.30786302529626,41.33399847639219,40.7242233445989
2020-02-04,41.168487548828125,41.67373086258408,41.159777946835575,41.55177649664498,14973300,2020.0,2.0,4.0,41.22249526977539,41.55177230834961,43.07490329742432,33.96231741559495,-1.3205439956799196,-1.268658008842643,-0.0518859868372767,43.11663540426997,42.82054023742676,1.875618212020056,46.57177666146686,39.06930381338665,13.534939375113376,0.2971254637851528,0.8039072957241922,41.04652786254883,41.15106301095327,41.56919363555059,40.9681281627489
2020-02-05,42.0831413269043,42.16154101709543,41.62145278555368,41.72598792114612,20141800,2020.0,2.0,5.0,41.20333023071289,41.40542678833008,42.82054023742676,49.92219025079598,-1.2024009954766228,-1.2554066061694389,0.053005610692816,43.07772333630632,42.63107414245606,1.7373983130896835,46.10587076863543,39.15627751627669,13.677698596761228,2.221732768276574,0.7927068463872818,41.168487548828125,41.55177649664498,41.67373086258408,41.159777946835575
2020-02-06,42.24161911010742,42.699427811305895,42.127166095192386,42.646602567853954,18259200,2020.0,2.0,6.0,41.38451919555664,41.38364868164062,42.63107414245606,43.32905073529922,-1.083494138019347,-1.2210241125394206,0.1375299745200735,43.050127453498376,42.4425630569458,1.5451770188680796,45.53291709468196,39.35220901920964,13.6831623185231,0.3765825891467012,0.7446389579847182,42.0831413269043,41.72598792114612,42.16154101709543,41.62145278555368
2020-02-07,42.11836624145508,42.2592302078093,41.80142147754261,42.02152163487495,13174600,2020.0,2.0,7.0,41.4859016418457,41.4073356628418,42.4425630569458,42.79056527229232,-0.98781812083827,-1.1743829141991904,0.1865647933609204,43.02845425734822,42.25180912017822,1.3089765805882052,44.86976228135463,39.63385595900181,13.716340600760846,-0.2917806448921145,0.7219621339518392,42.24161911010742,42.646602567853954,42.699427811305895,42.12716609519239
2020-02-10,42.05674362182617,42.135979822517875,41.748601348708526,41.96870153302301,18124800,2020.0,2.0,10.0,41.73162841796875,41.47532005310059,42.25180912017822,44.08766496781221,-0.9065168562840142,-1.1208097026161552,0.2142928463321409,42.99832341664951,42.06799163818359,1.0207816412412487,44.10955492066609,40.02642835570109,13.594789577082564,-0.1463081907679853,0.6824322795906365,42.11836624145508,42.02152163487495,42.2592302078093,41.80142147754261
2020-02-11,42.250423431396484,42.558562277296836,42.20640071758655,42.32965961440822,13686100,2020.0,2.0,11.0,41.93367156982422,41.5780834197998,42.06799163818359,49.46585214296666,-0.8170383666956269,-1.0600554354320495,0.2430170687364226,42.98121251748832,41.91084537506104,0.6601152560472766,43.23107588715559,40.59061486296648,13.633765745857444,0.4605202231344307,0.6684990147410897,42.05674362182617,41.96870153302301,42.13597982251788,41.748601348708526
2020-02-12,42.0743522644043,42.6906334554703,42.04793795839107,42.45292485212503,16668100,2020.0,2.0,12.0,42.15005874633789,41.67669448852539,41.91084537506104,50.7554115887739,-0.751668721602158,-0.9983780926660712,0.2467093710639132,42.95662919274575,41.867285919189456,0.615479317988967,43.09824455516739,40.63632728321152,13.490036378388073,-0.4167323134123823,0.6783172586743197,42.25042343139648,42.32965961440822,42.55856227729684,42.20640071758655
2020-02-13,42.36487579345703,42.417701038330975,41.86304772177069,41.92467549489275,12530000,2020.0,2.0,13.0,42.14830093383789,41.76641006469727,41.867285919189456,60.69382743885039,-0.6687114962443559,-0.9324447733817282,0.2637332771373722,42.94481116987644,41.880936813354495,0.6236951512510712,43.12832711585664,40.63354651085236,13.597690097840404,0.6905003010551969,0.6532240776396085,42.0743522644043,42.45292485212503,42.6906334554703,42.04793795839107
2020-02-14,42.45291519165039,42.54095390242783,42.03912586238104,42.382481536259206,15526400,2020.0,2.0,14.0,42.17295227050781,41.82942695617676,41.880936813354495,67.75371349529951,-0.5890727893845735,-0.8637703765822973,0.2746975871977237,42.93293215705027,41.85848331451416,0.5922949799304221,43.04307327437501,40.67389335465332,13.60415537344711,0.2078122419680417,0.63742551653473,42.36487579345703,41.92467549489275,42.417701038330975,41.86304772177069
2020-02-18,41.370033264160156,42.36488370664765,40.96504636140398,42.23282560748874,22423800,2020.0,2.0,18.0,42.23986206054688,41.98574523925781,41.85848331451416,51.088206191396125,-0.6063484544151976,-0.8122859921488774,0.2059375377336798,42.88025922996337,41.78493404388428,0.5539556951309682,42.89284543414622,40.67702265362234,13.291395807446854,-2.55078343289653,0.7007683446693888,42.45291519165039,42.382481536259206,42.54095390242783,42.03912586238104
2020-02-19,41.458072662353516,41.68697538631371,41.36122803967182,41.598936652128046,15602500,2020.0,2.0,19.0,42.10251998901367,42.01809577941894,41.78493404388428,52.89057506858393,-0.605950479817885,-0.771018889682679,0.1650684098647939,42.8476731948226,41.72624053955078,0.5206770591374495,42.76759465782568,40.68488642127589,13.25629796998325,0.2128095900508553,0.684213809360493,41.37003326416016,42.23282560748874,42.36488370664765,40.96504636140398
2020-02-20,41.67816925048828,41.739797030779,41.0971049231314,41.37883287830673,15965500,2020.0,2.0,20.0,41.94404983520508,42.04705429077149,41.72624053955078,49.374731578818576,-0.5811756951987803,-0.7330502507858994,0.151874555587119,42.82088150137397,41.69510288238526,0.5028156478997182,42.700734178184696,40.68947158658582,13.38164796741475,0.5308895807272451,0.6734984828033588,41.45807266235352,41.598936652128046,41.68697538631371,41.36122803967182
2020-02-21,41.99510955810547,42.12716763386617,41.46686717967729,41.801420350168954,21729100,2020.0,2.0,21.0,41.864813232421874,42.00655708312989,41.69510288238526,63.84131836637211,-0.5298591790610843,-0.6924120364409363,0.162552857379852,42.79591349377462,41.69462089538574,0.5025077321305333,42.6996363596468,40.68960543112468,13.623710874281404,0.7604468078056925,0.6484854056694788,41.67816925048828,41.37883287830673,41.739797030779,41.0971049231314
2020-02-24,40.84178924560547,41.334814862465144,40.7273362105651,41.00906753338652,23075900,2020.0,2.0,24.0,41.79085998535156,41.98190612792969,41.69462089538574,47.94832960367222,-0.5756184101034947,-0.669053311173448,0.0934349010699533,42.73511863542741,41.66478424072265,0.535168307473396,42.73512085566944,40.59444762577586,13.704060601207528,-2.746320523117673,0.6905076965858805,41.99510955810547,41.80142035016896,42.12716763386617,41.46686717967729
2020-02-25,39.723670959472656,41.088291108807724,39.582807009059906,40.75374132561587,31110100,2020.0,2.0,25.0,41.46863479614258,41.854248428344725,41.66478424072265,37.93113337412053,-0.6941045266504204,-0.6740635542688425,-0.0200409723815779,42.61389456040755,41.59951229095459,0.6774692711434629,42.95445083324152,40.24457374866767,13.74540065369747,-2.7376819350614534,0.7532420608510638,40.84178924560547,41.00906753338652,41.33481486246514,40.7273362105651
2020-02-26,38.86088562011719,40.19029253252295,38.85208309100827,40.04062266997473,27372600,2020.0,2.0,26.0,41.13936233520508,41.620941162109375,41.59951229095459,22.84852104404756,-0.8478516874645479,-0.7088211809079836,-0.1390305065565642,42.48551616385141,41.47934093475342,0.9124640400280688,43.30426901480956,39.65441285469728,13.49649936073071,-2.171967792794649,0.7778960589401623,39.723670959472656,40.75374132561587,41.08829110880773,39.58280700905991
2020-02-27,37.39060974121094,39.0193492980626,37.35539291571565,38.13894881144844,41180000,2020.0,2.0,27.0,40.61992492675781,41.28198738098145,41.47934093475342,16.524665908182726,-1.0759337019471644,-0.7822436851158198,-0.2936900168313446,42.23615692358951,41.29001159667969,1.2922591684954725,43.87452993367064,38.70549325968874,13.596511426995304,-3.78343379324616,0.8527296230791163,38.86088562011719,40.04062266997473,40.19029253252295,38.85208309100827
2020-02-28,35.9643669128418,36.86237602139828,34.99592749534906,36.36935378345817,71703000,2020.0,2.0,28.0,39.76241302490234,40.81361312866211,41.29001159667969,14.00596347838038,-1.3561434408909534,-0.8970236362708466,-0.4591198046201068,41.74364804947145,41.00149459838868,1.7506185019987694,44.50273160238621,37.50025759439114,13.133059386265256,-3.81444121462714,0.9910777313359154,37.39060974121094,38.13894881144844,39.0193492980626,37.35539291571565
2020-03-02,37.20573043823242,37.223338854459385,34.740609260311096,36.07881866740256,44231200,2020.0,3.0,2.0,38.55626449584961,40.17356224060059,41.00149459838868,25.0677192228484,-1.4612002093668437,-1.0098589508900462,-0.4513412584767975,41.53398276964371,40.8172945022583,1.9459185208339065,44.70913154392611,36.925457460590486,13.022410020513789,3.451648484176073,1.1407456685029824,35.9643669128418,36.36935378345817,36.86237602139828,34.99592749534906
2020-03-03,35.6826286315918,37.769180085063276,35.24242841315731,37.0296435837549,45091000,2020.0,3.0,3.0,37.829052734375,39.64884376525879,40.8172945022583,20.302435268337646,-1.6483587879404595,-1.137558918300129,-0.5107998696403306,41.27077492817959,40.54909954071045,2.257374509267094,45.06384855924464,36.03435052217626,12.85744828038194,-4.093729080710351,1.2853837411055038,37.20573043823242,36.07881866740256,37.223338854459385,34.740609260311096
2020-03-04,36.448585510253906,36.47499645305839,35.180806520251664,36.10522646148716,33881500,2020.0,3.0,4.0,37.020844268798825,39.08010330200195,40.54909954071045,25.850281541286662,-1.7151063131639577,-1.2530683972728949,-0.4620379158910628,41.1131143956374,40.313104438781735,2.429378888277634,45.171862215337,35.45434666222647,12.603669070692677,2.1465819869110447,1.331919057943182,35.6826286315918,37.0296435837549,37.76918008506328,35.24242841315731
2020-03-05,34.24759292602539,35.224835006118134,33.957059046038644,35.216032475722734,45037900,2020.0,3.0,5.0,36.53838424682617,38.579154586792,40.313104438781735,20.06494308546901,-1.9234337677001463,-1.3871414713583452,-0.5362922963418011,40.82716330115491,39.92132701873779,2.740758272548444,45.40284356383468,34.439810473640904,12.249787963995905,-6.038622770722668,1.4702671399185374,36.44858551025391,36.10522646148716,36.47499645305839,35.180806520251664
2020-03-06,32.654052734375,33.17348913277442,31.984949871951578,32.574816559756066,56766500,2020.0,3.0,6.0,35.90978088378906,37.836096954345706,39.92132701873779,17.4751516075452,-2.1918538255145705,-1.5480839421895902,-0.6437698833249803,40.41950260667051,39.44194869995117,3.12508367001039,45.69211603997195,33.19178135993039,11.87613044377771,-4.652999103009748,1.5960396409204678,34.24759292602539,35.216032475722734,35.224835006118134,33.957059046038644
2020-03-09,28.59541130065918,30.356212513939635,28.366508620655907,29.687109530616247,53277200,2020.0,3.0,9.0,35.247718048095706,36.901991271972655,39.44194869995117,14.59247234757079,-2.7009423176540324,-1.7786556172824788,-0.9222867003715536,39.890741304144456,38.76580095291138,3.885854631514404,46.53751021594019,30.99409168988257,11.281005733720598,-12.42921197785437,1.7960164468828022,32.654052734375,32.574816559756066,33.17348913277442,31.984949871951574
2020-03-10,30.88446044921875,30.88446044921875,28.419335620372465,30.488279433263997,40078700,2020.0,3.0,10.0,33.52565422058105,35.67735347747803,38.76580095291138,23.879965080421695,-2.886418642178441,-2.000208222261671,-0.88621041991677,39.59762495898706,38.20718679428101,4.1797864906979,46.56675977567681,29.847613812885207,11.584600371454654,8.004952698500967,1.948829124183116,28.59541130065918,29.687109530616247,30.356212513939635,28.366508620655907
2020-03-11,28.463354110717773,30.171330131717664,28.18162281803862,29.977640917520088,44769500,2020.0,3.0,11.0,32.56602058410645,34.79343242645264,38.20718679428101,20.55710737286749,-3.191977879083076,-2.2385621536259523,-0.9534157254571238,39.20703917030889,37.51783332824707,4.594229996118673,46.70629332048442,28.329373336009724,11.223589470426903,-7.839237931586462,2.095982375864011,30.88446044921875,30.488279433264,30.88446044921875,28.419335620372465
2020-03-12,23.946895599365234,27.169161473676876,23.876463622629544,26.24473988988633,68447600,2020.0,3.0,12.0,30.968974304199214,33.753679275512695,37.51783332824707,16.126936383607358,-3.755287613984251,-2.541907245697612,-1.2133803682866389,38.43025571662427,36.61146049499512,5.370535049577077,47.35253059414927,25.87039039584096,10.441705551233817,-15.867625768151772,2.376453092571107,28.463354110717773,29.977640917520088,30.171330131717664,28.18162281803862
2020-03-13,27.195575714111328,27.961525023344436,24.448726609010578,26.544079430475495,78365700,2020.0,3.0,13.0,28.908834838867183,32.409307861328124,36.61146049499512,26.256150893422745,-3.89467788016372,-2.8124613725908336,-1.0822165075728858,37.81157036993503,35.85299549102783,5.5822180227718725,47.01743153657158,24.68855944548409,10.92436144230636,13.566184816173866,2.5726570980310237,23.946895599365234,26.24473988988633,27.16916147367688,23.876463622629544
2020-03-16,23.330612182617188,25.734105034641274,23.154531418980664,23.189748243400214,57466700,2020.0,3.0,16.0,27.81713943481445,31.53242874145508,35.85299549102783,23.965352016528044,-4.267819163811971,-3.103532930835061,-1.16428623297691,37.249483569973975,34.896880340576175,6.013274889648452,46.92343011987308,22.87033056127927,10.523323346581934,-14.21173639463965,2.7537685405583696,27.195575714111328,26.54407943047549,27.96152502334444,24.448726609010578
2020-03-17,26.086267471313477,26.957865490652267,22.793569626717403,24.32546637714034,58112800,2020.0,3.0,17.0,26.764179611206053,30.144916915893557,34.896880340576175,30.862584778678084,-4.291705854024297,-3.341167515472909,-0.950538338551388,36.82785493492919,34.13269205093384,6.11759988450252,46.36789181993888,21.8974922819288,11.163524522910864,11.811328683220012,2.955631856445525,23.330612182617188,23.189748243400214,25.734105034641274,23.154531418980664
2020-03-18,24.756866455078125,25.434773663979495,23.682776611743577,24.38709812329968,51904100,2020.0,3.0,18.0,25.804541015625,29.185280799865723,34.13269205093384,30.99340296285889,-4.367561252448461,-3.54644626286802,-0.8211149895804413,36.43393807076016,33.29763174057007,6.2043021095013,45.706235959572666,20.88902752156747,11.15965903346042,-5.096171837144836,3.008455747675736,26.08626747131348,24.32546637714034,26.957865490652267,22.793569626717403
2020-03-19,24.906532287597656,25.6284604676618,23.145731193107242,24.35187900246394,53123500,2020.0,3.0,19.0,25.06324348449707,28.016108894348143,33.29763174057007,32.69973831872977,-4.365280187623121,-3.71021304781904,-0.655067139804081,36.06136636609069,32.45904989242554,6.145116501002886,44.74928289443131,20.16881689041977,11.2033166398585,0.6045427146085025,3.014744821153784,24.756866455078125,24.38709812329968,25.43477366397949,23.682776611743577
2020-03-20,23.330612182617188,25.311513216990345,23.048884304183236,25.249885453486748,73915800,2020.0,3.0,20.0,25.255170822143555,27.08200283050537,32.45904989242554,28.5169213075594,-4.439460670135919,-3.856062572282416,-0.5833980978535029,35.51349457427157,31.525825023651123,6.036993183991009,43.59981139163314,19.451838655669107,10.967059693707457,-6.327336486601976,2.999023343915128,24.906532287597656,24.35187900246394,25.6284604676618,23.14573119310724
2020-03-23,22.230117797851562,23.6563676785952,22.106862236524353,23.119322711273355,47064100,2020.0,3.0,23.0,24.482178115844725,26.14965877532959,31.525825023651123,28.895059491898365,-4.534775863252477,-3.991805230476429,-0.5429706327760488,35.159215499465134,30.595241451263423,5.959352292191953,42.513946035647336,18.67653686687952,10.723940099696437,-4.716954600897971,2.9292200417840486,23.330612182617188,25.249885453486748,25.311513216990345,23.04888430418324
2020-03-24,25.461183547973633,25.681283681798014,23.180946027214585,23.73559762559049,48630300,2020.0,3.0,24.0,24.2620792388916,25.513129425048827,30.595241451263423,34.00000144430314,-4.300025816673067,-4.053449347715756,-0.2465764689573104,34.8991209253102,29.88211708068848,5.655100692558075,41.19231846580463,18.57191569557233,11.26223204411686,14.534631707774114,3.083289752579744,22.23011779785156,23.119322711273355,23.6563676785952,22.106862236524357
2020-03-25,25.505205154418945,26.676137902554952,24.44872542634373,25.531617777332414,53341100,2020.0,3.0,25.0,24.13706245422363,24.970801734924315,29.88211708068848,36.41586242620201,-4.0635900016972855,-4.055477478512062,-0.0081125231852237,34.6306743283136,29.214333057403564,5.317515627409,39.84936431222157,18.579301802585565,11.115305049785524,0.1728969368700594,3.064424467722312,25.461183547973636,23.73559762559049,25.68128368179801,23.180946027214585
2020-03-26,27.204378128051758,27.635774219337257,25.602049309211086,25.822149458595373,45494700,2020.0,3.0,26.0,24.286730194091795,24.674986839294437,29.214333057403564,41.55986768259444,-3.69649298635014,-3.983680580079677,0.2871875937295369,34.4539793538751,28.705021476745607,4.969612550772138,38.64424657828988,18.765796375201333,11.20174836420517,6.662063540933416,3.0549906113540617,25.505205154418945,25.53161777733241,26.676137902554952,24.44872542634373
2020-03-27,26.65852928161621,27.547734039394182,25.60204794900871,26.429624936910226,38942800,2020.0,3.0,27.0,24.74629936218262,25.000735092163087,28.705021476745607,46.634027098182685,-3.410299586163049,-3.869004381296352,0.4587047951333032,34.29838162141288,28.239729595184325,4.681452949415696,37.60263549401572,18.876823696352936,11.313981533486462,-2.0064742662604607,2.8877150382588037,27.20437812805176,25.822149458595373,27.635774219337257,25.60204930921109
2020-03-30,26.341581344604492,26.834605122928075,25.434768283003997,26.728958010045456,41232800,2020.0,3.0,30.0,25.41188278198242,24.947030448913573,28.239729595184325,41.52429023518916,-3.172493770893034,-3.729702259215689,0.5572084883226549,34.133704402056054,27.69652214050293,4.190944759217731,36.07841165893839,19.314632622067464,10.827825980983713,-1.1889175642944672,2.811623039050074,26.65852928161621,26.429624936910223,27.547734039394182,25.60204794900871
2020-03-31,25.267498016357422,26.191917979225984,24.792080883980983,25.892581639410643,36920300,2020.0,3.0,31.0,26.23417549133301,25.248127365112303,27.69652214050293,43.72189125052447,-3.0357067592351754,-3.5909031592195864,0.555196399984411,33.9723871898378,27.17576560974121,3.772580127456584,34.72092586465438,19.630605354828045,10.54347419838389,-4.077520305997395,2.729241812581744,26.34158134460449,26.728958010045456,26.834605122928075,25.434768283004
2020-04-01,23.392244338989258,24.096565846570456,23.066497048088856,23.788425291955615,48497400,2020.0,4.0,1.0,26.19543838500977,25.1662504196167,27.17576560974121,48.78425535917724,-3.0435353852279263,-3.4814296044212547,0.4378942191933284,33.725425187887865,26.52294855117798,3.1641187149479357,32.85118598107385,20.194711121282108,10.220972949627123,-7.421604134110071,2.558821132594625,25.267498016357425,25.892581639410643,26.191917979225984,24.792080883980983
2020-04-02,23.964502334594727,24.237427713777794,23.224965739240137,23.304201922973185,33113500,2020.0,4.0,2.0,25.772846221923828,25.02978820800781,26.52294855117798,41.97637662580144,-2.9693345497012693,-3.379010593477258,0.4096760437759887,33.572299149701706,26.008794021606445,2.6338856259696453,31.27656527354573,20.741022769667158,10.2348419626418,2.446357806940536,2.344380600491658,23.392244338989254,23.788425291955612,24.096565846570456,23.066497048088856
2020-04-03,23.09290313720703,24.087756574734037,22.81117526509585,23.77081187899367,32735800,2020.0,4.0,3.0,25.124871063232423,24.93558521270752,26.008794021606445,49.30662252598858,-2.946890702288787,-3.292586615239564,0.3456959129507773,33.41225911677207,25.53073654174805,2.195472536742575,29.9216816152332,21.1397914682629,10.00724317077901,-3.6370427610736167,2.146918958670766,23.964502334594727,23.304201922973185,24.237427713777794,23.224965739240137
2020-04-06,25.205867767333984,25.381948554333306,24.122975461211396,24.131779668484448,36056100,2020.0,4.0,6.0,24.411745834350587,24.911814308166505,25.53073654174805,47.33191145642885,-2.727168108296933,-3.1795029138510382,0.4523348055541052,33.27650408128194,25.361259365081786,2.0739074689643173,29.509074303010426,21.21344442715315,10.2354135179761,9.149844077952096,2.0129724981844386,23.09290313720703,23.77081187899367,24.08775657473404,22.81117526509585
2020-04-07,25.329126358032227,27.09873181395717,25.27630111154067,27.07231919071139,39229900,2020.0,4.0,7.0,24.184603118896483,25.209389305114748,25.361259365081786,51.87104087043384,-2.5141093438510644,-3.046424199851044,0.5323148559999793,33.13599034297438,25.08349266052246,1.6169000079389904,28.31729267640044,21.84969264464448,10.27499245764614,0.4890075272789618,1.9764991544025303,25.205867767333984,24.131779668484448,25.381948554333302,24.1229754612114
2020-04-08,26.65852928161621,26.83460838423027,25.249888064549808,25.830952293714695,42213700,2020.0,4.0,8.0,24.19692878723145,25.196183586120604,25.08349266052246,55.31801221019602,-2.2124829066477325,-2.8796359412103816,0.6671530345626491,33.0150556231287,24.993251419067384,1.4612063217527176,27.91566406257282,22.07083877556195,10.46304729457845,5.248514713032781,1.9123556576258087,25.329126358032227,27.07231919071139,27.09873181395717,25.27630111154067
2020-04-09,29.229297637939453,29.85438119474111,27.380456228927077,27.398064642163078,62462000,2020.0,4.0,9.0,24.850185775756835,25.31151599884033,24.993251419067384,66.8850922032468,-1.7458768786290513,-2.652884128694116,0.9070072500650644,32.913284006551464,25.25737152099609,1.7171180396848418,28.691607600365774,21.823135441626413,11.300078634531708,9.643324015237598,1.979014443362794,26.65852928161621,25.83095229371469,26.83460838423027,25.249888064549808
